省份编码,省份,年份,初中学校数(所),初中招生数(万人),初中在校学生数(万人),初中毕业生数(万人),初中专任教师数(万人)
140000,山西省,2012,2023.0,46.245,150.2433,57.8684,11.8231
140000,山西省,2011,2093.0,50.9272,164.3113,55.5758,11.9314
140000,山西省,2010,,,,,
140000,山西省,2009,,,,,
140000,山西省,2008,,,,,
140000,山西省,2007,,,,,
140000,山西省,2006,,,,,
140000,山西省,2005,,,,,
140000,山西省,2004,,,,,
140000,山西省,2003,,,,,
140000,山西省,2002,,,,,
140000,山西省,2001,,,,,
140000,山西省,2000,,,,,
150000,内蒙古自治区,2019,701.0,,66.3303,,5.9558
150000,内蒙古自治区,2018,691.0,,63.6615,,5.8263
150000,内蒙古自治区,2017,683.0,,61.8655,,5.7604
150000,内蒙古自治区,2016,693.0,,61.2376,,5.7069
150000,内蒙古自治区,2015,716.0,,63.9648,,5.9103
150000,内蒙古自治区,2014,725.0,21.9734,66.9657,22.7594,6.075
150000,内蒙古自治区,2013,749.0,22.7562,68.8464,24.9435,6.1934
150000,内蒙古自治区,2012,763.0,24.2465,74.6308,26.3265,6.2154
150000,内蒙古自治区,2011,808.0,25.6646,79.1411,25.9992,6.2565
150000,内蒙古自治区,2010,,,,,
150000,内蒙古自治区,2009,,,,,
150000,内蒙古自治区,2008,,,,,
150000,内蒙古自治区,2007,,,,,
150000,内蒙古自治区,2006,,,,,
150000,内蒙古自治区,2005,,,,,
150000,内蒙古自治区,2004,,,,,
150000,内蒙古自治区,2003,,,,,
150000,内蒙古自治区,2002,,,,,
150000,内蒙古自治区,2001,,,,,
150000,内蒙古自治区,2000,,,,,
210000,辽宁省,2019,1518.0,,101.4597,,9.9648
210000,辽宁省,2018,1522.0,,98.5317,,9.8947
210000,辽宁省,2017,1522.0,,96.345,,9.9482
210000,辽宁省,2016,1521.0,,97.8298,,9.896
210000,辽宁省,2015,1517.0,,101.2944,,9.8838
210000,辽宁省,2014,1533.0,35.6709,105.5661,33.5469,9.8888
210000,辽宁省,2013,1572.0,35.8177,105.7488,38.6556,9.9362
210000,辽宁省,2012,1607.0,36.9537,113.4585,41.0708,10.1083
210000,辽宁省,2011,1637.0,37.6932,119.5997,43.5895,10.1483
210000,辽宁省,2010,,,,,
210000,辽宁省,2009,,,,,
210000,辽宁省,2008,,,,,
210000,辽宁省,2007,,,,,
210000,辽宁省,2006,,,,,
210000,辽宁省,2005,,,,,
210000,辽宁省,2004,,,,,
210000,辽宁省,2003,,,,,
210000,辽宁省,2002,,,,,
210000,辽宁省,2001,,,,,
210000,辽宁省,2000,,,,,
220000,吉林省,2019,1177.0,,65.4524,,6.6275
220000,吉林省,2018,1175.0,,66.0635,,6.5808
220000,吉林省,2017,1172.0,,61.8704,,6.4637
220000,吉林省,2016,1172.0,,60.4277,,6.4694
220000,吉林省,2015,1181.0,,59.5518,,6.4724
220000,吉林省,2014,1195.0,20.9897,62.2883,21.0257,6.6974
220000,吉林省,2013,1200.0,21.837,64.4993,24.031,6.6821
220000,吉林省,2012,1213.0,22.6574,69.6588,25.9666,6.6898
220000,吉林省,2011,1230.0,23.2122,75.1532,28.5578,6.709
220000,吉林省,2010,,,,,
220000,吉林省,2009,,,,,
220000,吉林省,2008,,,,,
220000,吉林省,2007,,,,,
220000,吉林省,2006,,,,,
220000,吉林省,2005,,,,,
220000,吉林省,2004,,,,,
220000,吉林省,2003,,,,,
220000,吉林省,2002,,,,,
220000,吉林省,2001,,,,,
220000,吉林省,2000,,,,,
230000,黑龙江省,2019,1420.0,,91.3966,,8.8058
230000,黑龙江省,2018,1418.0,,93.2812,,8.8978
230000,黑龙江省,2017,1429.0,,90.3983,,8.9672
230000,黑龙江省,2016,1451.0,,90.3883,,9.0447
230000,黑龙江省,2015,1564.0,,89.9803,,9.383
230000,黑龙江省,2014,1569.0,26.3234,91.6293,26.9594,9.541
230000,黑龙江省,2013,1587.0,27.9083,93.2839,37.3316,9.7218
230000,黑龙江省,2012,1648.0,34.5555,120.4786,39.427,10.0044
230000,黑龙江省,2011,1685.0,33.5172,122.3979,39.8552,10.0563
230000,黑龙江省,2010,,,,,
230000,黑龙江省,2009,,,,,
230000,黑龙江省,2008,,,,,
230000,黑龙江省,2007,,,,,
230000,黑龙江省,2006,,,,,
230000,黑龙江省,2005,,,,,
230000,黑龙江省,2004,,,,,
230000,黑龙江省,2003,,,,,
230000,黑龙江省,2002,,,,,
230000,黑龙江省,2001,,,,,
230000,黑龙江省,2000,,,,,
310000,上海市,2019,584.0,,45.0954,,4.3073
310000,上海市,2018,573.0,,43.2531,,4.0996
310000,上海市,2017,560.0,,41.1712,,3.9276
310000,上海市,2016,545.0,,41.3298,,3.8088
310000,上海市,2015,537.0,,41.2345,,3.7564
310000,上海市,2014,522.0,11.2213,42.6789,9.2226,3.7133
310000,上海市,2013,519.0,12.0266,43.6696,9.4135,3.6049
310000,上海市,2012,514.0,11.7489,43.2686,9.4645,3.5202
310000,上海市,2011,507.0,11.621,43.0585,9.6244,3.4506
310000,上海市,2010,,,,,
310000,上海市,2009,,,,,
310000,上海市,2008,,,,,
310000,上海市,2007,,,,,
310000,上海市,2006,,,,,
310000,上海市,2005,,,,,
310000,上海市,2004,,,,,
310000,上海市,2003,,,,,
310000,上海市,2002,,,,,
310000,上海市,2001,,,,,
310000,上海市,2000,,,,,
320000,江苏省,2019,2224.0,,242.4561,,20.0995
320000,江苏省,2018,2187.0,,225.7619,,19.0762
320000,江苏省,2017,2148.0,,208.6934,,18.1859
320000,江苏省,2016,2121.0,,194.9456,,17.6597
320000,江苏省,2015,2091.0,,186.7166,,17.3386
320000,江苏省,2014,2077.0,61.7739,185.2029,61.4553,17.4783
320000,江苏省,2013,2073.0,61.8597,185.7469,67.5206,17.6986
320000,江苏省,2012,2066.0,64.0312,197.0169,75.2183,18.2231
320000,江苏省,2011,2100.0,64.9616,211.1249,83.8269,18.511
320000,江苏省,2010,,,,,
320000,江苏省,2009,,,,,
320000,江苏省,2008,,,,,
320000,江苏省,2007,,,,,
320000,江苏省,2006,,,,,
320000,江苏省,2005,,,,,
320000,江苏省,2004,,,,,
320000,江苏省,2003,,,,,
320000,江苏省,2002,,,,,
320000,江苏省,2001,,,,,
320000,江苏省,2000,,,,,
330000,浙江省,2019,1744.0,,163.6986,,13.0566
330000,浙江省,2018,1742.0,,161.4623,,12.7488
330000,浙江省,2017,1735.0,,155.846,,12.4699
330000,浙江省,2016,1717.0,,150.3118,,12.185
330000,浙江省,2015,1712.0,,147.9353,,12.0224
330000,浙江省,2014,1719.0,50.4317,149.9062,46.0597,11.9099
330000,浙江省,2013,1727.0,51.2401,148.2649,48.5774,11.7879
330000,浙江省,2012,1735.0,51.0594,149.2985,51.4374,11.8855
330000,浙江省,2011,1745.0,49.9789,154.6002,57.5871,11.927
330000,浙江省,2010,,,,,
330000,浙江省,2009,,,,,
330000,浙江省,2008,,,,,
330000,浙江省,2007,,,,,
330000,浙江省,2006,,,,,
330000,浙江省,2005,,,,,
330000,浙江省,2004,,,,,
330000,浙江省,2003,,,,,
330000,浙江省,2002,,,,,
330000,浙江省,2001,,,,,
330000,浙江省,2000,,,,,
340000,安徽省,2019,2846.0,,218.8323,,16.2358
340000,安徽省,2018,2833.0,,209.169,,15.8888
340000,安徽省,2017,2810.0,,202.1627,,15.5495
340000,安徽省,2016,2800.0,,194.1986,,15.187
340000,安徽省,2015,2858.0,,190.0786,,15.0856
340000,安徽省,2014,2905.0,63.2085,192.4134,66.6342,15.5211
340000,安徽省,2013,2902.0,65.2595,199.7091,72.395,15.8168
340000,安徽省,2012,2920.0,68.9414,213.0347,86.9576,16.1007
340000,安徽省,2011,2962.0,76.0861,249.88,92.2116,16.1604
340000,安徽省,2010,,,,,
340000,安徽省,2009,,,,,
340000,安徽省,2008,,,,,
340000,安徽省,2007,,,,,
340000,安徽省,2006,,,,,
340000,安徽省,2005,,,,,
340000,安徽省,2004,,,,,
340000,安徽省,2003,,,,,
340000,安徽省,2002,,,,,
340000,安徽省,2001,,,,,
340000,安徽省,2000,,,,,
350000,福建省,2019,1249.0,,136.4564,,10.4637
350000,福建省,2018,1246.0,,128.7133,,10.1846
350000,福建省,2017,1240.0,,121.5717,,9.988
350000,福建省,2016,1245.0,,115.4758,,9.8789
350000,福建省,2015,1240.0,,113.3458,,9.7965
350000,福建省,2014,1239.0,37.173,112.5729,34.3066,9.7933
350000,福建省,2013,1238.0,38.6067,110.8226,37.1373,9.6962
350000,福建省,2012,1240.0,38.1878,112.0356,40.4766,9.6638
350000,福建省,2011,1271.0,36.339,115.7266,46.3505,9.7795
350000,福建省,2010,,,,,
350000,福建省,2009,,,,,
350000,福建省,2008,,,,,
350000,福建省,2007,,,,,
350000,福建省,2006,,,,,
350000,福建省,2005,,,,,
350000,福建省,2004,,,,,
350000,福建省,2003,,,,,
350000,福建省,2002,,,,,
350000,福建省,2001,,,,,
350000,福建省,2000,,,,,
360000,江西省,2019,2177.0,,220.0671,,13.657
360000,江西省,2018,2160.0,,206.9873,,12.8769
360000,江西省,2017,2140.0,,191.0421,,12.0568
360000,江西省,2016,2142.0,,180.2808,,11.9533
360000,江西省,2015,2131.0,,176.3985,,12.0729
360000,江西省,2014,2127.0,59.4676,175.0083,55.1153,12.1389
360000,江西省,2013,2101.0,61.0764,175.4361,62.6094,12.1483
360000,江西省,2012,2107.0,65.5925,194.5486,65.1764,12.2771
360000,江西省,2011,2117.0,67.5593,200.9641,63.1353,12.2811
360000,江西省,2010,,,,,
360000,江西省,2009,,,,,
360000,江西省,2008,,,,,
360000,江西省,2007,,,,,
360000,江西省,2006,,,,,
360000,江西省,2005,,,,,
360000,江西省,2004,,,,,
360000,江西省,2003,,,,,
360000,江西省,2002,,,,,
360000,江西省,2001,,,,,
360000,江西省,2000,,,,,
370000,山东省,2019,3151.0,,360.9195,,29.2845
370000,山东省,2018,3051.0,,345.7221,,28.1957
370000,山东省,2017,2968.0,,329.3601,,27.5893
370000,山东省,2016,2924.0,,315.9129,,26.784
370000,山东省,2015,2891.0,,310.8127,,26.485
370000,山东省,2014,2917.0,97.659,314.7954,99.4028,26.531
370000,山东省,2013,2917.0,99.6384,317.98,105.0979,26.3329
370000,山东省,2012,2965.0,101.6968,328.1023,104.9116,26.1611
370000,山东省,2011,3004.0,105.783,345.1577,107.626,26.3333
370000,山东省,2010,,,,,
370000,山东省,2009,,,,,
370000,山东省,2008,,,,,
370000,山东省,2007,,,,,
370000,山东省,2006,,,,,
370000,山东省,2005,,,,,
370000,山东省,2004,,,,,
370000,山东省,2003,,,,,
370000,山东省,2002,,,,,
370000,山东省,2001,,,,,
370000,山东省,2000,,,,,
410000,河南省,2019,4603.0,,468.4765,,32.7211
410000,河南省,2018,4519.0,,451.881,,31.4329
410000,河南省,2017,4515.0,,429.1617,,29.9006
410000,河南省,2016,4557.0,,415.8272,,28.6446
410000,河南省,2015,4565.0,,404.8103,,28.5946
410000,河南省,2014,4566.0,138.3986,399.3606,114.6583,28.3461
410000,河南省,2013,4550.0,137.7091,385.0493,140.3358,27.9942
410000,河南省,2012,4551.0,158.159,453.7868,149.8054,28.2413
410000,河南省,2011,4596.0,161.6241,467.978,155.453,28.2202
410000,河南省,2010,,,,,
410000,河南省,2009,,,,,
410000,河南省,2008,,,,,
410000,河南省,2007,,,,,
410000,河南省,2006,,,,,
410000,河南省,2005,,,,,
410000,河南省,2004,,,,,
410000,河南省,2003,,,,,
410000,河南省,2002,,,,,
410000,河南省,2001,,,,,
410000,河南省,2000,,,,,
420000,湖北省,2019,2080.0,,165.366,,13.3135
420000,湖北省,2018,2066.0,,158.7795,,12.9756
420000,湖北省,2017,2041.0,,148.7131,,12.9034
420000,湖北省,2016,2026.0,,141.4864,,12.9157
420000,湖北省,2015,2013.0,,136.5319,,13.1325
420000,湖北省,2014,2011.0,45.4284,137.594,47.7114,13.3632
420000,湖北省,2013,2014.0,48.7841,148.371,53.3709,13.558
420000,湖北省,2012,2047.0,51.0866,157.7701,57.5799,14.1409
420000,湖北省,2011,2122.0,61.9213,204.0702,77.1362,15.4295
420000,湖北省,2010,,,,,
420000,湖北省,2009,,,,,
420000,湖北省,2008,,,,,
420000,湖北省,2007,,,,,
420000,湖北省,2006,,,,,
420000,湖北省,2005,,,,,
420000,湖北省,2004,,,,,
420000,湖北省,2003,,,,,
420000,湖北省,2002,,,,,
420000,湖北省,2001,,,,,
420000,湖北省,2000,,,,,
430000,湖南省,2019,3368.0,,248.2512,,18.1836
430000,湖南省,2018,3331.0,,240.4647,,17.5418
430000,湖南省,2017,3304.0,,229.6294,,17.1593
430000,湖南省,2016,3322.0,,225.0503,,16.9279
430000,湖南省,2015,3331.0,,222.4138,,16.8235
430000,湖南省,2014,3314.0,74.5371,220.6344,65.2448,17.0084
430000,湖南省,2013,3301.0,76.6477,214.2847,66.6508,16.9041
430000,湖南省,2012,3296.0,74.2493,211.11,68.8731,17.1197
430000,湖南省,2011,3310.0,73.4924,216.3402,69.2709,17.3343
430000,湖南省,2010,,,,,
430000,湖南省,2009,,,,,
430000,湖南省,2008,,,,,
430000,湖南省,2007,,,,,
430000,湖南省,2006,,,,,
430000,湖南省,2005,,,,,
430000,湖南省,2004,,,,,
430000,湖南省,2003,,,,,
430000,湖南省,2002,,,,,
430000,湖南省,2001,,,,,
430000,湖南省,2000,,,,,
440000,广东省,2019,3712.0,,389.0283,,29.1619
440000,广东省,2018,3614.0,,372.4667,,28.6437
440000,广东省,2017,3536.0,,356.1001,,27.9821
440000,广东省,2016,3479.0,,347.844,,27.5836
440000,广东省,2015,3415.0,,355.317,,27.5787
440000,广东省,2014,3387.0,119.5611,376.7505,138.2995,27.8511
440000,广东省,2013,3351.0,129.9856,404.7906,151.6552,27.6777
440000,广东省,2012,3309.0,140.2496,442.465,161.9805,27.3493
440000,广东省,2011,3316.0,154.094,479.0565,161.9069,26.8008
440000,广东省,2010,,,,,
440000,广东省,2009,,,,,
440000,广东省,2008,,,,,
440000,广东省,2007,,,,,
440000,广东省,2006,,,,,
440000,广东省,2005,,,,,
440000,广东省,2004,,,,,
440000,广东省,2003,,,,,
440000,广东省,2002,,,,,
440000,广东省,2001,,,,,
440000,广东省,2000,,,,,
450000,广西壮族自治区,2019,1753.0,,220.4864,,14.2404
450000,广西壮族自治区,2018,1743.0,,212.6353,,13.7395
450000,广西壮族自治区,2017,1757.0,,203.4632,,12.9756
450000,广西壮族自治区,2016,1812.0,,198.754,,12.3427
450000,广西壮族自治区,2015,1839.0,,196.3062,,11.9008
450000,广西壮族自治区,2014,1843.0,66.4386,195.0844,61.8574,11.7805
450000,广西壮族自治区,2013,1836.0,68.8598,195.0761,64.0168,11.6957
450000,广西壮族自治区,2012,1860.0,66.8655,196.6202,64.3804,11.7478
450000,广西壮族自治区,2011,1939.0,68.8646,200.8317,62.4461,11.9248
450000,广西壮族自治区,2010,,,,,
450000,广西壮族自治区,2009,,,,,
450000,广西壮族自治区,2008,,,,,
450000,广西壮族自治区,2007,,,,,
450000,广西壮族自治区,2006,,,,,
450000,广西壮族自治区,2005,,,,,
450000,广西壮族自治区,2004,,,,,
450000,广西壮族自治区,2003,,,,,
450000,广西壮族自治区,2002,,,,,
450000,广西壮族自治区,2001,,,,,
450000,广西壮族自治区,2000,,,,,
460000,海南省,2019,404.0,,36.9015,,2.6987
460000,海南省,2018,401.0,,35.2801,,2.625
460000,海南省,2017,397.0,,33.3342,,2.5932
460000,海南省,2016,394.0,,32.3736,,2.5882
460000,海南省,2015,391.0,,32.8889,,2.5717
460000,海南省,2014,392.0,11.1203,33.735,11.0257,2.53
460000,海南省,2013,387.0,11.6957,34.679,12.05,2.5267
460000,海南省,2012,388.0,11.9426,36.4677,13.4944,2.5075
460000,海南省,2011,406.0,12.5529,39.2397,14.1635,2.5104
460000,海南省,2010,,,,,
460000,海南省,2009,,,,,
460000,海南省,2008,,,,,
460000,海南省,2007,,,,,
460000,海南省,2006,,,,,
460000,海南省,2005,,,,,
460000,海南省,2004,,,,,
460000,海南省,2003,,,,,
460000,海南省,2002,,,,,
460000,海南省,2001,,,,,
460000,海南省,2000,,,,,
500000,重庆市,2019,867.0,,111.5764,,8.1196
500000,重庆市,2018,866.0,,104.5616,,7.7861
500000,重庆市,2017,863.0,,99.0403,,7.6209
500000,重庆市,2016,860.0,,96.6021,,7.533
500000,重庆市,2015,906.0,,96.0383,,7.5556
500000,重庆市,2014,921.0,32.4807,97.9386,34.8076,7.57
500000,重庆市,2013,939.0,33.0158,101.7592,37.7479,7.6182
500000,重庆市,2012,969.0,34.0251,108.7258,40.3096,7.606
500000,重庆市,2011,996.0,37.2073,119.0197,42.8823,7.6717
500000,重庆市,2010,,,,,
500000,重庆市,2009,,,,,
500000,重庆市,2008,,,,,
500000,重庆市,2007,,,,,
500000,重庆市,2006,,,,,
500000,重庆市,2005,,,,,
500000,重庆市,2004,,,,,
500000,重庆市,2003,,,,,
500000,重庆市,2002,,,,,
500000,重庆市,2001,,,,,
500000,重庆市,2000,,,,,
510000,四川省,2019,3734.0,,273.7192,,21.17
510000,四川省,2018,3716.0,,261.812,,20.4939
510000,四川省,2017,3722.0,,249.1364,,20.1344
510000,四川省,2016,3816.0,,244.8234,,19.8463
510000,四川省,2015,3864.0,,246.386,,19.8832
510000,四川省,2014,3901.0,83.4486,258.3315,91.7996,20.0868
510000,四川省,2013,3895.0,87.8586,271.7198,102.6649,20.2665
510000,四川省,2012,3908.0,98.8311,304.1867,109.3729,20.3905
510000,四川省,2011,3964.0,105.8072,326.6108,115.3686,20.2987
510000,四川省,2010,,,,,
510000,四川省,2009,,,,,
510000,四川省,2008,,,,,
510000,四川省,2007,,,,,
510000,四川省,2006,,,,,
510000,四川省,2005,,,,,
510000,四川省,2004,,,,,
510000,四川省,2003,,,,,
510000,四川省,2002,,,,,
510000,四川省,2001,,,,,
510000,四川省,2000,,,,,
520000,贵州省,2019,2008.0,,179.2803,,12.8224
520000,贵州省,2018,2002.0,,180.8436,,12.8242
520000,贵州省,2017,2048.0,,182.987,,12.7528
520000,贵州省,2016,2099.0,,189.1411,,12.7097
520000,贵州省,2015,2128.0,,197.9699,,12.3677
520000,贵州省,2014,2166.0,66.7302,206.8326,67.4032,11.9623
520000,贵州省,2013,2216.0,71.6233,210.3033,65.8485,11.5345
520000,贵州省,2012,2215.0,73.1931,210.085,66.3275,11.4753
520000,贵州省,2011,2194.0,74.566,213.8054,65.0596,11.1173
520000,贵州省,2010,,,,,
520000,贵州省,2009,,,,,
520000,贵州省,2008,,,,,
520000,贵州省,2007,,,,,
520000,贵州省,2006,,,,,
520000,贵州省,2005,,,,,
520000,贵州省,2004,,,,,
520000,贵州省,2003,,,,,
520000,贵州省,2002,,,,,
520000,贵州省,2001,,,,,
520000,贵州省,2000,,,,,
530000,云南省,2019,1689.0,,184.5363,,13.3786
530000,云南省,2018,1679.0,,186.1533,,13.2323
530000,云南省,2017,1668.0,,187.2808,,12.897
530000,云南省,2016,1672.0,,187.315,,12.6516
530000,云南省,2015,1682.0,,189.4282,,12.3858
530000,云南省,2014,1670.0,67.1662,189.7966,56.7672,12.2558
530000,云南省,2013,1685.0,68.2003,187.4418,62.5128,12.1875
530000,云南省,2012,1691.0,67.4396,195.4348,66.6942,12.0817
530000,云南省,2011,1711.0,68.7209,205.2586,67.0529,11.9266
530000,云南省,2010,,,,,
530000,云南省,2009,,,,,
530000,云南省,2008,,,,,
530000,云南省,2007,,,,,
530000,云南省,2006,,,,,
530000,云南省,2005,,,,,
530000,云南省,2004,,,,,
530000,云南省,2003,,,,,
530000,云南省,2002,,,,,
530000,云南省,2001,,,,,
530000,云南省,2000,,,,,
540000,西藏自治区,2019,101.0,,13.9808,,1.1934
540000,西藏自治区,2018,99.0,,12.9405,,1.0772
540000,西藏自治区,2017,98.0,,12.4571,,1.0042
540000,西藏自治区,2016,98.0,,12.0283,,1.0061
540000,西藏自治区,2015,97.0,,11.752,,0.9714
540000,西藏自治区,2014,96.0,4.2697,12.4295,4.1873,0.9505
540000,西藏自治区,2013,95.0,4.2446,12.6117,4.3729,0.906
540000,西藏自治区,2012,92.0,4.3424,13.0266,4.6578,0.8982
540000,西藏自治区,2011,93.0,4.4567,13.6371,4.437,0.9121
540000,西藏自治区,2010,,,,,
540000,西藏自治区,2009,,,,,
540000,西藏自治区,2008,,,,,
540000,西藏自治区,2007,,,,,
540000,西藏自治区,2006,,,,,
540000,西藏自治区,2005,,,,,
540000,西藏自治区,2004,,,,,
540000,西藏自治区,2003,,,,,
540000,西藏自治区,2002,,,,,
540000,西藏自治区,2001,,,,,
540000,西藏自治区,2000,,,,,
610000,陕西省,2019,1612.0,,112.3519,,9.9923
610000,陕西省,2018,1601.0,,108.5454,,9.8478
610000,陕西省,2017,1621.0,,104.9654,,9.9994
610000,陕西省,2016,1691.0,,105.1036,,10.1924
610000,陕西省,2015,1727.0,,107.0779,,10.4674
610000,陕西省,2014,1714.0,35.9557,111.7284,40.7328,10.745
610000,陕西省,2013,1741.0,38.374,120.1851,45.5934,11.0505
610000,陕西省,2012,1765.0,41.1451,131.5464,52.1287,11.2604
610000,陕西省,2011,1819.0,45.8592,149.8841,58.676,11.5434
610000,陕西省,2010,,,,,
610000,陕西省,2009,,,,,
610000,陕西省,2008,,,,,
610000,陕西省,2007,,,,,
610000,陕西省,2006,,,,,
610000,陕西省,2005,,,,,
610000,陕西省,2004,,,,,
610000,陕西省,2003,,,,,
610000,陕西省,2002,,,,,
610000,陕西省,2001,,,,,
610000,陕西省,2000,,,,,
620000,甘肃省,2019,1465.0,,88.1781,,8.1037
620000,甘肃省,2018,1467.0,,87.0014,,7.9952
620000,甘肃省,2017,1468.0,,85.6127,,8.1032
620000,甘肃省,2016,1482.0,,87.6171,,8.2364
620000,甘肃省,2015,1491.0,,90.9255,,8.3857
620000,甘肃省,2014,1538.0,30.9956,97.0919,35.1673,8.4838
620000,甘肃省,2013,1561.0,33.4288,103.594,41.9502,8.4348
620000,甘肃省,2012,1588.0,37.5938,118.0171,44.264,8.4377
620000,甘肃省,2011,1577.0,40.67,128.5392,45.8253,8.4462
620000,甘肃省,2010,,,,,
620000,甘肃省,2009,,,,,
620000,甘肃省,2008,,,,,
620000,甘肃省,2007,,,,,
620000,甘肃省,2006,,,,,
620000,甘肃省,2005,,,,,
620000,甘肃省,2004,,,,,
620000,甘肃省,2003,,,,,
620000,甘肃省,2002,,,,,
620000,甘肃省,2001,,,,,
620000,甘肃省,2000,,,,,
630000,青海省,2019,263.0,,22.527,,1.6703
630000,青海省,2018,265.0,,22.2833,,1.6362
630000,青海省,2017,270.0,,20.5814,,1.6074
630000,青海省,2016,268.0,,20.7937,,1.6171
630000,青海省,2015,270.0,,21.3165,,1.6132
630000,青海省,2014,268.0,7.3591,21.1993,6.1677,1.5348
630000,青海省,2013,260.0,7.6729,20.8095,6.5029,1.5602
630000,青海省,2012,261.0,7.3382,20.8723,6.8547,1.4846
630000,青海省,2011,304.0,7.6548,22.3398,6.3632,1.472
630000,青海省,2010,,,,,
630000,青海省,2009,,,,,
630000,青海省,2008,,,,,
630000,青海省,2007,,,,,
630000,青海省,2006,,,,,
630000,青海省,2005,,,,,
630000,青海省,2004,,,,,
630000,青海省,2003,,,,,
630000,青海省,2002,,,,,
630000,青海省,2001,,,,,
630000,青海省,2000,,,,,
640000,宁夏回族自治区,2019,252.0,,29.8799,,2.0659
640000,宁夏回族自治区,2018,244.0,,29.0451,,2.0473
640000,宁夏回族自治区,2017,247.0,,27.918,,2.0171
640000,宁夏回族自治区,2016,245.0,,27.4696,,1.974
640000,宁夏回族自治区,2015,237.0,,27.4333,,1.9369
640000,宁夏回族自治区,2014,235.0,9.5464,27.8323,9.1222,1.908
640000,宁夏回族自治区,2013,242.0,9.692,28.4758,9.2913,1.9395
640000,宁夏回族自治区,2012,251.0,9.9874,29.2813,9.5094,1.9383
640000,宁夏回族自治区,2011,262.0,10.2617,29.9635,9.7927,1.8846
640000,宁夏回族自治区,2010,,,,,
640000,宁夏回族自治区,2009,,,,,
640000,宁夏回族自治区,2008,,,,,
640000,宁夏回族自治区,2007,,,,,
640000,宁夏回族自治区,2006,,,,,
640000,宁夏回族自治区,2005,,,,,
640000,宁夏回族自治区,2004,,,,,
640000,宁夏回族自治区,2003,,,,,
640000,宁夏回族自治区,2002,,,,,
640000,宁夏回族自治区,2001,,,,,
640000,宁夏回族自治区,2000,,,,,
650000,新疆维吾尔自治区,2019,870.0,,97.7144,,8.9187
650000,新疆维吾尔自治区,2018,935.0,,92.4483,,8.599
650000,新疆维吾尔自治区,2017,1039.0,,90.1806,,8.5965
650000,新疆维吾尔自治区,2016,1062.0,,89.4798,,8.4905
