省份编码,省份,年份,中等职业学校招生数(万人),中等职业学校初中毕业数(万人),中等职业学校应届初中毕业生数(万人),中等职业学校在校学生数(万人),中等职业学校毕业生数(万人),中等职业学校获得职业资格证书毕业生数(万人),中等职业学校预计毕业生数(万人)
450000,广西壮族自治区,2008,24.8976,23.9952,21.2337,58.5715,13.1577,8.5546,15.7301
450000,广西壮族自治区,2007,23.702,22.9573,20.8333,54.0551,11.4824,7.5014,13.7528
450000,广西壮族自治区,2006,20.9808,20.5063,19.6146,46.0389,10.207,6.6941,11.3682
450000,广西壮族自治区,2005,14.6927,14.2875,13.715,36.5996,9.7685,5.3948,10.9851
450000,广西壮族自治区,2004,,,,,,,
450000,广西壮族自治区,2003,,,,,,,
450000,广西壮族自治区,2002,,,,,,,
450000,广西壮族自治区,2001,,,,,,,
450000,广西壮族自治区,2000,,,,,,,
460000,海南省,2019,4.2818,,,11.7313,3.4764,1.0802,3.584
460000,海南省,2018,4.4177,,,11.9241,3.3132,0.9817,3.5329
460000,海南省,2017,4.5413,,,11.8819,3.3989,1.6128,3.3406
460000,海南省,2016,4.4176,,,11.5088,3.6121,1.4979,3.3395
460000,海南省,2015,4.3133,,,11.7129,3.9356,2.0428,3.6512
460000,海南省,2014,4.541,,,12.9497,4.3688,2.1628,4.122
460000,海南省,2013,5.1756,,,14.0225,4.0386,1.8879,4.4262
460000,海南省,2012,5.1055,,,14.1876,4.1583,1.5022,4.2405
460000,海南省,2011,5.7964,,,14.8743,3.2182,1.6293,4.3113
460000,海南省,2010,5.4732,5.0783,4.3907,13.6905,2.9692,1.4598,3.4449
460000,海南省,2009,5.7364,5.219,4.2407,12.1591,2.2003,0.9186,3.3417
460000,海南省,2008,4.246,3.9892,3.7361,9.6672,2.027,0.7202,2.298
460000,海南省,2007,4.2228,4.0874,3.7915,8.5828,1.6642,0.7108,2.0149
460000,海南省,2006,2.6285,2.5883,2.5221,6.4135,1.4087,0.5681,1.7018
460000,海南省,2005,2.4235,2.401,2.3967,5.8424,1.2598,0.5486,1.4856
460000,海南省,2004,,,,,,,
460000,海南省,2003,,,,,,,
460000,海南省,2002,,,,,,,
460000,海南省,2001,,,,,,,
460000,海南省,2000,,,,,,,
500000,重庆市,2019,12.3645,,,31.7203,9.2141,7.1461,9.2972
500000,重庆市,2018,10.9202,,,29.9909,9.9289,7.2003,9.2909
500000,重庆市,2017,10.9163,,,30.8252,9.4965,7.836,9.9575
500000,重庆市,2016,11.1203,,,31.1632,9.9687,8.1735,9.5183
500000,重庆市,2015,11.9002,,,32.8028,10.8659,9.3069,10.0919
500000,重庆市,2014,11.5977,,,33.911,11.5701,9.8258,11.106
500000,重庆市,2013,12.2154,,,36.2827,10.2518,8.408,11.8159
500000,重庆市,2012,13.6624,,,37.2049,10.8446,6.8602,9.4473
500000,重庆市,2011,14.6484,,,37.9534,11.8634,7.8477,11.5026
500000,重庆市,2010,13.2467,12.8204,12.2451,39.1601,12.5018,8.4193,12.3434
500000,重庆市,2009,15.4903,14.0089,13.0656,42.527,12.222,7.7931,13.4716
500000,重庆市,2008,15.237,14.3386,13.7724,42.6955,9.4009,6.3222,12.6027
500000,重庆市,2007,15.8916,15.0245,14.3723,38.9803,9.9933,6.7942,10.2482
500000,重庆市,2006,15.6461,14.3054,13.8506,35.9635,10.3218,7.4099,10.4754
500000,重庆市,2005,11.439,10.932,10.4298,30.8194,10.0472,6.8556,10.0405
500000,重庆市,2004,,,,,,,
500000,重庆市,2003,,,,,,,
500000,重庆市,2002,,,,,,,
500000,重庆市,2001,,,,,,,
500000,重庆市,2000,,,,,,,
510000,四川省,2019,32.3855,,,79.6091,30.7889,26.9076,28.5895
510000,四川省,2018,32.5773,,,82.006,32.7834,29.2927,31.5884
510000,四川省,2017,34.9331,,,86.0013,35.349,32.9562,33.4289
510000,四川省,2016,37.4774,,,91.4426,40.3808,37.3569,36.0223
510000,四川省,2015,40.078,,,98.7491,42.3086,39.6937,40.2941
510000,四川省,2014,44.3842,,,107.9228,46.8087,42.7842,43.2457
510000,四川省,2013,48.9969,,,119.5085,41.4213,38.3817,47.5213
510000,四川省,2012,50.111,,,126.26,35.9099,32.2539,44.5125
510000,四川省,2011,52.3302,,,126.6229,34.0512,24.4196,38.2662
510000,四川省,2010,51.1629,48.1864,43.64,123.6943,31.4065,21.6459,35.1305
510000,四川省,2009,52.8075,48.0594,44.318,120.315,28.6549,18.9132,31.5094
510000,四川省,2008,49.0369,45.9236,43.5229,108.0937,26.5395,17.7344,28.3847
510000,四川省,2007,43.7534,40.2045,39.2024,97.9883,22.4125,14.6561,25.825
510000,四川省,2006,44.9766,42.0402,40.8602,96.99,22.2391,14.9808,25.0043
510000,四川省,2005,34.5062,33.0718,32.2709,78.3244,19.2461,11.9139,22.7139
510000,四川省,2004,,,,,,,
510000,四川省,2003,,,,,,,
510000,四川省,2002,,,,,,,
510000,四川省,2001,,,,,,,
510000,四川省,2000,,,,,,,
520000,贵州省,2019,15.4707,,,43.8121,14.217,9.4041,14.6221
520000,贵州省,2018,16.6564,,,47.2182,15.267,10.7925,15.2504
520000,贵州省,2017,18.3061,,,50.3118,15.8978,12.2463,16.4982
520000,贵州省,2016,19.6615,,,55.0922,17.3046,14.0369,17.903
520000,贵州省,2015,22.8109,,,60.2491,11.8846,10.28,19.1238
520000,贵州省,2014,23.5809,,,54.4462,10.85,9.3567,12.5508
520000,贵州省,2013,24.7135,,,47.5512,10.0281,8.78,11.8953
520000,贵州省,2012,15.0784,,,38.3367,10.034,6.8419,11.6931
520000,贵州省,2011,14.8242,,,37.9908,9.0966,5.8055,11.3255
520000,贵州省,2010,15.5527,14.2299,11.6138,37.574,10.0997,6.0332,10.8643
520000,贵州省,2009,16.2831,14.8853,12.4093,38.6865,8.2599,4.2733,11.5479
520000,贵州省,2008,16.1156,15.3274,13.7539,35.6725,7.5594,3.7396,8.7311
520000,贵州省,2007,16.6093,15.9585,14.7142,33.3383,6.2027,2.8219,8.8017
520000,贵州省,2006,13.8395,13.2631,12.1688,27.7404,4.725,2.0751,6.8336
520000,贵州省,2005,9.9706,9.7515,8.8065,20.1373,4.377,1.7985,4.9907
520000,贵州省,2004,,,,,,,
520000,贵州省,2003,,,,,,,
520000,贵州省,2002,,,,,,,
520000,贵州省,2001,,,,,,,
520000,贵州省,2000,,,,,,,
530000,云南省,2019,19.4839,,,51.3232,14.8998,10.1414,15.5543
530000,云南省,2018,18.5565,,,50.5415,14.2093,9.1732,15.8284
530000,云南省,2017,18.79,,,50.1015,14.4267,10.3555,14.867
530000,云南省,2016,18.3589,,,48.6248,14.7993,11.378,14.9874
530000,云南省,2015,17.5583,,,48.4189,14.9924,12.3749,15.5181
530000,云南省,2014,17.603,,,49.0558,14.6232,11.402,15.6033
530000,云南省,2013,17.9685,,,49.4103,21.0191,14.5918,15.5852
530000,云南省,2012,18.3174,,,56.7843,16.2754,9.5764,21.9728
530000,云南省,2011,18.4875,,,57.8273,12.948,8.0941,16.384
530000,云南省,2010,27.9015,24.8464,16.9557,57.5301,12.8904,7.3277,13.0519
530000,云南省,2009,20.3187,18.4661,14.9716,47.193,11.7236,5.5459,13.4713
530000,云南省,2008,16.7146,15.6587,14.1195,41.3914,10.3236,4.8161,11.9365
530000,云南省,2007,15.2616,14.7267,13.8138,37.2249,9.314,4.0913,10.6552
530000,云南省,2006,12.8654,12.446,11.7895,32.5171,8.8677,3.6609,9.4384
530000,云南省,2005,11.3619,10.6112,9.954,29.4946,9.052,3.8956,8.778
530000,云南省,2004,,,,,,,
530000,云南省,2003,,,,,,,
530000,云南省,2002,,,,,,,
530000,云南省,2001,,,,,,,
530000,云南省,2000,,,,,,,
540000,西藏自治区,2019,1.0537,,,2.5402,0.6601,0.0873,0.6225
540000,西藏自治区,2018,0.969,,,2.2817,0.5228,0.0545,0.6683
540000,西藏自治区,2017,0.7462,,,1.93,0.5599,0.0509,0.5285
540000,西藏自治区,2016,0.7434,,,1.8157,0.4162,0.0833,0.5639
540000,西藏自治区,2015,0.5568,,,1.5796,0.6139,0.2988,0.4315
540000,西藏自治区,2014,0.7087,,,1.699,0.6408,0.1892,0.6102
540000,西藏自治区,2013,0.6471,,,1.7491,0.6412,0.5063,0.6448
540000,西藏自治区,2012,0.7901,,,1.8291,0.935,0.4861,0.6526
540000,西藏自治区,2011,0.5368,,,1.9767,0.8625,0.2574,0.9267
540000,西藏自治区,2010,0.7319,0.6313,0.6263,2.2613,0.7312,0.2261,0.8812
540000,西藏自治区,2009,1.1038,0.9509,0.9509,2.1357,0.3603,0.1322,0.6342
540000,西藏自治区,2008,0.5219,0.4773,0.4597,2.1003,0.2436,0.0705,1.0696
540000,西藏自治区,2007,0.6654,0.6368,0.4794,1.8958,0.2197,0.0357,1.0288
540000,西藏自治区,2006,0.2336,0.2049,0.1765,1.4775,0.228,0.0525,0.2261
540000,西藏自治区,2005,0.2856,0.2331,0.1989,0.7027,0.293,0.0849,0.2513
540000,西藏自治区,2004,,,,,,,
540000,西藏自治区,2003,,,,,,,
540000,西藏自治区,2002,,,,,,,
540000,西藏自治区,2001,,,,,,,
540000,西藏自治区,2000,,,,,,,
610000,陕西省,2019,10.9191,,,25.7529,7.3018,5.1756,7.5071
610000,陕西省,2018,8.2498,,,23.3336,8.4877,6.369,7.4453
610000,陕西省,2017,9.8383,,,26.2136,9.5895,7.5713,8.6998
610000,陕西省,2016,9.3314,,,27.7832,11.359,9.1939,9.943
610000,陕西省,2015,10.6435,,,32.2341,12.506,10.3279,11.5262
610000,陕西省,2014,13.5299,,,37.7135,16.0629,12.902,12.8517
610000,陕西省,2013,16.3984,,,45.4858,17.7319,14.7287,16.7457
610000,陕西省,2012,19.617,,,52.6654,20.1747,12.3532,17.5708
610000,陕西省,2011,23.6407,,,60.3772,20.7571,13.0317,19.4465
610000,陕西省,2010,25.182,22.718,21.5278,62.8261,19.8308,12.8485,21.1998
610000,陕西省,2009,24.642,22.3515,21.2649,62.5507,18.4594,11.7265,20.6421
610000,陕西省,2008,25.6669,23.9034,22.8426,59.0865,17.4525,10.7612,18.2443
610000,陕西省,2007,26.3026,23.7845,22.336,55.1114,15.952,9.8143,16.9355
610000,陕西省,2006,21.6352,20.0377,19.3272,47.5554,14.0053,7.8929,14.5609
610000,陕西省,2005,19.2052,18.0192,17.2756,42.7967,12.7128,6.9184,13.6288
610000,陕西省,2004,,,,,,,
610000,陕西省,2003,,,,,,,
610000,陕西省,2002,,,,,,,
610000,陕西省,2001,,,,,,,
610000,陕西省,2000,,,,,,,
620000,甘肃省,2019,7.6052,,,18.6733,5.9734,4.7652,5.4661
620000,甘肃省,2018,7.2657,,,18.9046,5.8873,5.0991,6.0322
620000,甘肃省,2017,7.323,,,19.3859,6.7833,6.0848,6.4082
620000,甘肃省,2016,8.0547,,,21.071,7.4645,6.3387,7.2483
620000,甘肃省,2015,8.1816,,,22.9348,8.7558,7.3222,8.0065
620000,甘肃省,2014,8.8185,,,26.2602,8.8913,7.4341,9.4302
620000,甘肃省,2013,9.8604,,,28.9531,10.5043,8.2698,9.67
620000,甘肃省,2012,11.7672,,,32.7834,10.1413,5.5471,9.5733
620000,甘肃省,2011,11.9116,,,33.2561,10.276,5.656,10.4269
620000,甘肃省,2010,13.7362,12.0262,10.2782,34.7376,10.2515,5.8093,10.8545
620000,甘肃省,2009,14.1481,12.272,10.7308,33.9878,8.4114,4.3386,10.5149
620000,甘肃省,2008,12.9851,11.8891,11.4732,30.9365,7.5489,3.8105,8.3739
620000,甘肃省,2007,12.3541,11.3408,10.9427,27.1813,6.1882,3.0078,7.3483
620000,甘肃省,2006,10.0491,9.3413,9.0692,23.1566,5.4087,2.5919,6.3537
620000,甘肃省,2005,7.9783,7.4428,6.8913,19.5551,5.4637,2.2614,5.4743
620000,甘肃省,2004,,,,,,,
620000,甘肃省,2003,,,,,,,
620000,甘肃省,2002,,,,,,,
620000,甘肃省,2001,,,,,,,
620000,甘肃省,2000,,,,,,,
630000,青海省,2019,3.1917,,,8.1621,2.0184,1.1143,2.1354
630000,青海省,2018,2.8694,,,7.6979,2.0654,1.287,2.094
630000,青海省,2017,2.8004,,,7.5047,1.9455,1.2851,2.1859
630000,青海省,2016,2.6852,,,7.4057,1.9256,1.2289,2.0216
630000,青海省,2015,2.7047,,,7.6364,1.9492,1.3331,2.2703
630000,青海省,2014,2.7303,,,7.7163,2.0116,1.4123,2.2117
630000,青海省,2013,2.9277,,,7.7784,2.2386,1.5788,2.1535
630000,青海省,2012,3.0143,,,7.6842,2.366,1.4488,2.1496
630000,青海省,2011,2.96,,,8.0057,2.162,1.5147,2.554
630000,青海省,2010,3.0713,2.6751,2.0654,7.9105,1.9773,1.429,2.2989
630000,青海省,2009,3.1892,2.7632,1.9895,7.6375,1.9356,1.2564,2.2563
630000,青海省,2008,3.0968,2.7352,2.3169,6.7917,1.3798,0.7263,2.0338
630000,青海省,2007,3.0861,2.6746,2.4284,5.4566,0.9175,0.4817,1.5131
630000,青海省,2006,2.1173,1.9313,1.658,3.6886,0.7939,0.4437,0.9722
630000,青海省,2005,1.3216,1.0434,0.8567,2.4656,0.5836,0.2486,0.7996
630000,青海省,2004,,,,,,,
630000,青海省,2003,,,,,,,
630000,青海省,2002,,,,,,,
630000,青海省,2001,,,,,,,
630000,青海省,2000,,,,,,,
640000,宁夏回族自治区,2019,2.7933,,,7.464,2.2966,1.3766,2.2759
640000,宁夏回族自治区,2018,2.7156,,,7.282,2.4527,1.4721,2.3258
640000,宁夏回族自治区,2017,2.5067,,,7.4742,2.466,1.9452,2.4998
640000,宁夏回族自治区,2016,2.8088,,,7.8743,2.4379,1.7592,2.5008
640000,宁夏回族自治区,2015,3.0832,,,8.2117,2.5942,1.6202,2.5025
640000,宁夏回族自治区,2014,3.0388,,,8.1966,3.6834,2.4117,2.6169
640000,宁夏回族自治区,2013,3.0348,,,9.395,3.1536,2.1289,3.808
640000,宁夏回族自治区,2012,3.6055,,,10.4757,3.2461,1.7281,3.2448
640000,宁夏回族自治区,2011,5.0433,,,11.25,2.9398,1.5113,3.248
640000,宁夏回族自治区,2010,4.2521,3.6263,2.9874,10.1878,2.8493,1.3077,3.2937
640000,宁夏回族自治区,2009,4.5839,4.0261,3.2474,9.6448,2.0547,1.1584,2.7768
640000,宁夏回族自治区,2008,4.1166,3.424,3.1925,7.8095,2.1329,1.114,2.0278
640000,宁夏回族自治区,2007,3.145,2.6639,2.5476,6.7138,1.8464,0.9064,2.2597
640000,宁夏回族自治区,2006,2.5388,2.1113,1.9384,6.126,1.7133,0.7178,2.0548
640000,宁夏回族自治区,2005,2.8422,2.2767,2.1609,5.8773,1.5856,0.6173,1.7478
640000,宁夏回族自治区,2004,,,,,,,
640000,宁夏回族自治区,2003,,,,,,,
640000,宁夏回族自治区,2002,,,,,,,
640000,宁夏回族自治区,2001,,,,,,,
640000,宁夏回族自治区,2000,,,,,,,
650000,新疆维吾尔自治区,2019,8.71,,,25.5437,6.7961,3.7289,7.6845
650000,新疆维吾尔自治区,2018,10.0792,,,25.3657,6.8483,4.712,7.3226
650000,新疆维吾尔自治区,2017,8.5511,,,23.8694,6.4318,4.7649,7.2343
650000,新疆维吾尔自治区,2016,8.8939,,,23.5108,5.4934,4.259,6.9736
650000,新疆维吾尔自治区,2015,8.9493,,,22.1705,6.5161,4.8583,6.1491
650000,新疆维吾尔自治区,2014,8.5937,,,21.9483,7.0764,5.5338,7.115
650000,新疆维吾尔自治区,2013,8.3893,,,22.9294,7.486,5.0888,7.5347
650000,新疆维吾尔自治区,2012,8.6751,,,23.5277,7.1288,4.0546,7.7522
650000,新疆维吾尔自治区,2011,9.0177,,,24.3039,6.4508,3.808,7.2113
650000,新疆维吾尔自治区,2010,9.8894,8.6678,7.7918,23.3319,6.6383,3.4953,6.97
650000,新疆维吾尔自治区,2009,8.8484,7.686,6.8344,21.7555,5.9414,2.9639,6.5806
650000,新疆维吾尔自治区,2008,9.1979,7.904,7.461,21.1001,4.2831,1.9845,6.3134
650000,新疆维吾尔自治区,2007,9.713,8.476,8.0151,19.3084,3.7123,1.4654,4.8727
650000,新疆维吾尔自治区,2006,6.5752,6.1612,5.418,14.6426,3.1257,1.361,4.1672
650000,新疆维吾尔自治区,2005,5.1305,4.5243,3.5548,11.5923,2.856,1.075,3.3103
650000,新疆维吾尔自治区,2004,,,,,,,
650000,新疆维吾尔自治区,2003,,,,,,,
650000,新疆维吾尔自治区,2002,,,,,,,
650000,新疆维吾尔自治区,2001,,,,,,,
650000,新疆维吾尔自治区,2000,,,,,,,
