省份编码,省份,年份,小学生师比(教师人数=1),初中生师比(教师人数=1),普通高中生师比(教师人数=1),职业高中生师比(教师人数=1),普通中专生师比(教师人数=1),普通高校生师比(教师人数=1),本科院校生师比(教师人数=1),专科院校生师比(教师人数=1)
120000,天津市,2011,13.8433670608965,10.1296983758701,12.2335751978892,12.4391143911439,15.184858044164,17.0343279886089,16.950101488498,17.27
120000,天津市,2010,13.56,10.56,12.49,12.32,14.77,16.77,16.63,17.12
120000,天津市,2009,13.3726477254757,10.8432246609497,12.5094377376109,12.7383021390374,15.8731150366221,16.64,16.52,16.94
120000,天津市,2008,13.5415345428081,11.5374263448014,12.7320449203447,15.4180327868852,20.3927014000459,16.53,16.51,16.57
120000,天津市,2007,13.280413169787,12.2080590540695,13.6098179453836,16.2821899290301,24.1251719394773,16.47,16.34,16.69
120000,天津市,2006,12.94,12.66,14.32,16.24,23.52,16.59,16.0,17.61
120000,天津市,2005,12.9760200603759,13.1397731430662,15.2868304357007,15.2087099424815,22.8536657761947,17.4179577464789,18.1630126386381,15.8158624514698
120000,天津市,2004,13.1723090071697,14.158348649795,15.1497138496757,14.9122373300371,20.5928338762215,16.89,17.45,15.59
120000,天津市,2003,,,,,,,,
120000,天津市,2002,,,,,,,,
120000,天津市,2001,,,,,,,,
120000,天津市,2000,,,,,,,,
130000,河北省,2019,17.18,14.11,13.19,,,18.0,,
130000,河北省,2018,17.32,14.17,13.37,,,17.39,,
130000,河北省,2017,17.42,13.87,13.68,,,17.11,,
130000,河北省,2016,17.6588836908,13.5935241561,13.6127161145,,,16.9,,
130000,河北省,2015,17.5932233897,13.5846028166,13.5652678195,,,17.4602828521,,
130000,河北省,2014,16.9182549462,13.4503970703,13.2341955745,,,17.2817953364,,
130000,河北省,2013,17.1304131018391,12.6674511278652,13.2827902227948,,,17.54,,
130000,河北省,2012,17.74,12.95,14.19,,,17.65,,
130000,河北省,2011,17.0940837879932,12.4653488304687,14.7733839666491,17.6995050671695,31.3523222992045,17.8880610782352,17.9900339893416,17.68
130000,河北省,2010,16.04,12.45,15.37,21.23,24.22,17.82,17.96,17.52
130000,河北省,2009,15.2116001220279,12.9909227141622,16.0055035773253,24.8764241893076,25.423235411405,17.7,17.84,17.45
130000,河北省,2008,15.0192010154656,14.1587869587219,16.7500991719145,22.9226195879096,29.5550187527811,17.91,17.99,17.75
130000,河北省,2007,14.7300784550774,15.2073379559544,17.3490084985836,23.5117969821674,29.3388923203624,17.62,17.73,17.4
130000,河北省,2006,16.34,16.12,19.32,22.66,30.19,18.16,18.35,17.81
130000,河北省,2005,15.6308081596951,17.0903156104177,18.9520591801425,20.3522863236748,31.9776929850308,16.9801480005692,17.987735600617,15.261215583082
130000,河北省,2004,16.839624790661,18.1158640188729,19.1584784411277,17.1451871509924,32.9716744352815,16.81,18.16,13.93
130000,河北省,2003,,,,,,,,
130000,河北省,2002,,,,,,,,
130000,河北省,2001,,,,,,,,
130000,河北省,2000,,,,,,,,
140000,山西省,2019,13.67,10.45,10.29,,,17.9,,
140000,山西省,2018,13.6,10.5,10.63,,,17.62,,
140000,山西省,2017,13.49,10.0,11.26,,,18.28,,
140000,山西省,2016,13.2386918122,9.9192022802,11.9006773078,,,18.13,,
140000,山西省,2015,13.1218453142,9.9626017842,12.8138540019,,,18.8826048769,,
140000,山西省,2014,12.69519905,10.5152775142,13.5862040669,,,18.627982727,,
140000,山西省,2013,12.7189611626825,10.9971728800858,14.1623101318645,,,17.73,,
140000,山西省,2012,14.2,12.71,14.72,,,18.01,,
140000,山西省,2011,14.6802616248279,13.7713344620078,15.1859127337489,20.762931696086,24.6139393169989,17.029892179948,16.9081150866839,17.29
140000,山西省,2010,15.28,14.37,15.36,25.04,27.88,16.44,16.34,16.62
140000,山西省,2009,15.7336476347356,14.4021484391289,15.6599801737711,20.9877514600908,23.2568910032181,16.67,16.44,17.12
140000,山西省,2008,16.6173297893245,14.8184874921516,15.893325484146,21.650742741391,32.298485730926,16.41,16.09,17.01
140000,山西省,2007,17.136446801731,15.367140258591,16.1846890354008,19.8209779830131,33.8504430186373,17.3,17.72,15.77
140000,山西省,2006,14.23,15.78,15.07,17.44,38.06,17.77,16.8,20.0
140000,山西省,2005,18.2167981650899,16.0569603362578,17.1632397854893,15.1274883523931,35.4260594337964,14.6625448028674,16.7609429472636,10.8045579407875
140000,山西省,2004,18.791364987026,16.5468223460281,17.5006353927268,14.2622911977254,35.9817038307604,13.9,15.87,9.67
140000,山西省,2003,,,,,,,,
140000,山西省,2002,,,,,,,,
140000,山西省,2001,,,,,,,,
140000,山西省,2000,,,,,,,,
150000,内蒙古自治区,2019,13.25,11.14,10.99,,,17.64,,
150000,内蒙古自治区,2018,13.33,10.93,11.6,,,17.41,,
150000,内蒙古自治区,2017,13.3,10.74,12.22,,,17.47,,
150000,内蒙古自治区,2016,13.4678032972,10.7304491055,12.8936048014,,,17.37,,
150000,内蒙古自治区,2015,12.9129558636,10.8225978377,13.5756127595,,,18.2954425341,,
150000,内蒙古自治区,2014,12.0867968153,11.0231604938,14.4017256769,,,18.1672340276,,
150000,内蒙古自治区,2013,11.8524363333816,11.1160913230213,14.9408403869407,,,17.87,,
150000,内蒙古自治区,2012,12.09,12.01,15.52,,,17.59,,
150000,内蒙古自治区,2011,12.3562171382348,12.6494206025733,15.7639918221314,16.01589958159,30.092097325558,17.6262861649876,18.1536913595774,16.94
150000,内蒙古自治区,2010,12.6,12.73,15.81,19.57,22.82,17.2,17.55,16.72
150000,内蒙古自治区,2009,12.9999042212315,12.9594344176776,16.6878512476316,18.6161464209603,21.3565282454171,17.77,17.46,18.23
150000,内蒙古自治区,2008,13.4818789615351,13.4415183575695,17.656518192201,16.9239089422714,26.792,16.93,16.88,17.0
150000,内蒙古自治区,2007,13.754550583742,14.1903419370402,18.7809447343771,17.2962962962963,29.0784798740724,17.45,17.51,17.29
150000,内蒙古自治区,2006,17.49,14.9,16.25,15.62,25.37,15.54,16.48,14.1
150000,内蒙古自治区,2005,13.4163192927018,15.2353114436793,19.6441517505347,14.777950310559,26.1034830893488,15.1638366223038,17.1943294329433,11.5955393862702
150000,内蒙古自治区,2004,13.3378968621047,15.9882389731876,19.2562111169845,13.3184566145092,23.7358940397351,14.22,17.16,9.07
150000,内蒙古自治区,2003,,,,,,,,
150000,内蒙古自治区,2002,,,,,,,,
150000,内蒙古自治区,2001,,,,,,,,
150000,内蒙古自治区,2000,,,,,,,,
210000,辽宁省,2019,14.2,10.18,11.48,,,18.46,,
210000,辽宁省,2018,14.27,9.96,11.75,,,17.18,,
210000,辽宁省,2017,13.88,9.68,12.26,,,17.45,,
210000,辽宁省,2016,14.1643945869,9.8857922393,12.3457633814,,,16.82,,
210000,辽宁省,2015,14.2823959658,10.2485278941,12.6820433931,,,17.1194787199,,
210000,辽宁省,2014,14.0705215918,10.6753195534,13.339322214,,,17.2658012924,,
210000,辽宁省,2013,14.3285806415433,10.6427809424126,14.1030629139073,,,17.28,,
210000,辽宁省,2012,14.72,11.22,14.72,,,17.17,,
210000,辽宁省,2011,14.9052572237843,11.7851955499936,15.5037963668008,16.7742491606932,18.6552454282964,16.946052490298,17.2864574234748,15.67
210000,辽宁省,2010,14.85,12.64,16.01,18.03,17.49,16.82,17.25,15.2
210000,辽宁省,2009,15.0688793742611,13.3876984283295,16.4868717007115,17.7417324230872,16.9741663613045,16.83,17.12,15.62
210000,辽宁省,2008,15.6737663782202,14.1815841134864,17.0176485794186,19.0833540681762,19.8714326895359,17.1,17.35,16.05
210000,辽宁省,2007,15.9577729629847,14.4394429197879,18.0450402275103,18.5585093370301,19.3009912314144,16.29,16.22,16.36
210000,辽宁省,2006,20.72,14.5,15.25,15.83,22.75,17.48,17.97,15.72
210000,辽宁省,2005,16.2978867772283,14.7527597966911,19.478355318258,14.8647414174156,25.2329285059578,16.6095675230053,17.761185226794,12.1891979301423
210000,辽宁省,2004,16.7122001399496,15.3758790468244,19.2547350081493,14.4770913390482,24.6219310670444,15.47,16.71,10.51
210000,辽宁省,2003,,,,,,,,
210000,辽宁省,2002,,,,,,,,
210000,辽宁省,2001,,,,,,,,
210000,辽宁省,2000,,,,,,,,
220000,吉林省,2019,11.29,9.88,13.2,,,18.96,,
220000,吉林省,2018,11.27,10.04,13.27,,,17.98,,
220000,吉林省,2017,11.33,9.57,13.82,,,17.84,,
220000,吉林省,2016,11.5295120839,9.3405416267,13.8134440571,,,17.05,,
220000,吉林省,2015,11.6281051809,9.2008837525,14.1122342643,,,17.7377136267,,
220000,吉林省,2014,11.2553468939,9.3003702929,14.6551043429,,,17.6620914724,,
220000,吉林省,2013,11.8303971645992,9.65254934825878,16.4681662911549,,,17.33,,
220000,吉林省,2012,11.94,10.41,17.13,,,17.2,,
220000,吉林省,2011,11.811159256159,11.2018482635266,17.3761704289758,16.4131899302683,21.0097734340293,17.3559530836948,17.5970910636747,16.05
220000,吉林省,2010,11.6,12.19,17.05,17.88,17.56,17.72,17.76,17.52
220000,吉林省,2009,11.388056211565,12.7827756122674,16.958775199971,20.9489940828402,18.0586260908481,17.67,17.77,17.08
220000,吉林省,2008,11.6227249492712,13.580882461122,17.7913603610161,19.0645161290323,19.3326923076923,17.27,17.53,15.79
220000,吉林省,2007,11.6884046396653,13.9254072840489,18.8839138884736,19.2071819329499,19.6393229166667,18.32,18.2,18.54
220000,吉林省,2006,16.48,14.32,15.74,19.2,21.43,16.86,17.22,15.34
220000,吉林省,2005,11.8048883239513,15.2836368217,20.1473736209452,14.8815740395375,21.9857713429855,16.3965459980073,17.3485245174173,11.6960999123576
220000,吉林省,2004,12.3586271504003,16.4594572152179,20.2509640390996,13.4703493095045,20.7421026653504,16.39,17.16,11.74
220000,吉林省,2003,,,,,,,,
220000,吉林省,2002,,,,,,,,
220000,吉林省,2001,,,,,,,,
220000,吉林省,2000,,,,,,,,
230000,黑龙江省,2019,11.94,10.38,12.86,,,15.97,,
230000,黑龙江省,2018,11.93,10.48,12.85,,,15.31,,
230000,黑龙江省,2017,12.02,10.08,13.11,,,15.51,,
230000,黑龙江省,2016,12.0539058051,9.9935100114,12.9949896011,,,15.2,,
230000,黑龙江省,2015,11.7407177923,9.5897154428,13.0966819492,,,16.231645789,,
230000,黑龙江省,2014,11.2938887496,9.6037417461,13.3231083845,,,16.1944428158,,
230000,黑龙江省,2013,11.2838783420403,9.59533214013866,14.0338357501726,,,16.19,,
230000,黑龙江省,2012,12.95,12.04,14.38,,,16.19,,
230000,黑龙江省,2011,12.6948820896836,12.1712657736941,14.9228020528563,14.6975012013455,27.4679236606116,16.1598332583126,16.7092448835568,14.53
230000,黑龙江省,2010,12.42,12.73,15.15,15.32,24.08,16.85,16.92,16.64
230000,黑龙江省,2009,12.2801677148847,13.0339956580574,15.1626903996211,17.8365492483733,23.2885366413967,17.15,17.25,16.91
230000,黑龙江省,2008,12.5945018928326,13.4423825865659,15.5204133448433,16.0751104565538,28.3998525436225,17.33,17.71,16.33
230000,黑龙江省,2007,12.8416353087756,13.9878954056042,16.2484681454526,15.6326366559486,26.2788150360966,16.76,17.17,16.09
230000,黑龙江省,2006,16.32,14.62,17.27,14.29,25.92,17.96,18.37,17.01
230000,黑龙江省,2005,13.504907967942,15.5867485089099,17.1169154958496,13.0254934210526,30.0458885124731,16.4571702535691,17.4605844316455,13.3848317645786
230000,黑龙江省,2004,13.2101395529286,16.0112684713294,16.7481315853957,11.8544621114454,35.5370187561698,15.93,17.24,11.56
230000,黑龙江省,2003,,,,,,,,
230000,黑龙江省,2002,,,,,,,,
230000,黑龙江省,2001,,,,,,,,
230000,黑龙江省,2000,,,,,,,,
310000,上海市,2019,13.9,10.47,8.57,,,15.94,,
310000,上海市,2018,14.09,10.55,8.62,,,16.34,,
310000,上海市,2017,14.35,10.48,8.86,,,16.82,,
310000,上海市,2016,14.7918297777,10.8511342155,8.9312354972,,,16.11,,
310000,上海市,2015,15.2651134344,10.9771323608,9.0930566732,,,16.7432985386,,
310000,上海市,2014,15.5972106214,11.4935232812,9.2701254343,,,17.0247668906,,
310000,上海市,2013,15.9221248894961,12.1139560043274,9.44680722891566,,,17.14,,
310000,上海市,2012,15.82,12.29,9.51,,,16.93,,
310000,上海市,2011,15.8068707571237,12.4785544542978,9.70450711014702,12.2125956854558,20.5528749497386,16.9153560814768,16.9105997639936,16.96
310000,上海市,2010,15.51,12.51,10.1,13.2,22.16,17.03,16.93,17.59
310000,上海市,2009,15.1597858981887,12.6745694142844,10.510712594697,17.3139832055495,24.1853125632207,16.96,16.79,17.89
310000,上海市,2008,14.4165852944048,12.8349529212941,11.1960351142375,17.8488241881299,23.8126602248077,16.88,16.78,17.45
310000,上海市,2007,13.8690801279551,12.7976404359804,12.7552782574787,18.6343930635838,24.8797591297591,16.51,16.07,17.19
310000,上海市,2006,25.93,13.2,17.1,18.68,26.13,17.46,17.63,16.97
310000,上海市,2005,14.2372872424514,13.9130719537971,17.0917813476616,18.9397949057228,25.7398343373494,17.4290699606714,17.6782448501089,16.2390017597184
310000,上海市,2004,14.2451785573719,15.3447133010705,17.5981942575146,19.9987429289755,26.6356912573488,17.54,17.64,17.03
310000,上海市,2003,,,,,,,,
310000,上海市,2002,,,,,,,,
310000,上海市,2001,,,,,,,,
310000,上海市,2000,,,,,,,,
320000,江苏省,2019,17.25,12.06,10.58,,,15.8,,
320000,江苏省,2018,17.73,11.83,10.26,,,15.68,,
320000,江苏省,2017,17.99,11.48,9.96,,,15.65,,
320000,江苏省,2016,18.056645528,11.0390097227,10.0086778163,,,15.34,,
320000,江苏省,2015,17.9799737301,10.768839468,10.2524977198,,,16.5386582503,,
320000,江苏省,2014,17.4499907473,10.5961620981,10.7127097576,,,16.2428718324,,
320000,江苏省,2013,16.8634752665848,10.4950052546529,11.407799122239,,,15.48,,
320000,江苏省,2012,16.74,10.81,12.43,,,15.45,,
320000,江苏省,2011,16.3759230458614,11.405375182324,13.2471873102142,16.7510200750775,23.4307533387442,15.6518416795848,16.3181830864094,14.64
320000,江苏省,2010,15.98,12.5,13.81,17.57,23.46,15.88,16.38,15.14
320000,江苏省,2009,15.5507352796811,13.6103901622799,14.4192841934503,20.5083823941688,25.5960905748016,16.08,16.2,15.91
320000,江苏省,2008,16.0206346651382,14.8299670656449,15.1510544087022,18.2839329854436,36.4104301708898,16.09,16.27,15.83
320000,江苏省,2007,16.6144891741542,15.7439650256605,15.6428323321483,21.59060439261,41.6766993574569,18.14,18.09,18.21
320000,江苏省,2006,14.92,16.75,18.39,21.56,45.21,18.54,16.92,20.84
320000,江苏省,2005,18.5568325141604,18.1258651198341,16.3671580274997,20.3602767368118,46.4207162921348,17.6905100268435,18.0532023692845,16.9415724404945
320000,江苏省,2004,19.937177517674,19.408595568174,16.5767304326836,16.6801092451624,46.2430208165241,17.15,18.27,14.63
320000,江苏省,2003,,,,,,,,
320000,江苏省,2002,,,,,,,,
320000,江苏省,2001,,,,,,,,
320000,江苏省,2000,,,,,,,,
330000,浙江省,2019,16.99,12.54,10.9,,,15.75,,
330000,浙江省,2018,17.14,12.66,10.93,,,15.29,,
330000,浙江省,2017,17.26,12.5,11.11,,,15.12,,
330000,浙江省,2016,17.7494050595,12.3358063192,11.2628721902,,,15.26,,
330000,浙江省,2015,18.3290256663,12.3049723849,11.6506575875,,,16.5136150569,,
330000,浙江省,2014,18.6165169123,12.5866883853,12.0561924508,,,16.763234354,,
330000,浙江省,2013,19.053112345282,12.5777195259546,12.9226874721081,,,17.02,,
330000,浙江省,2012,19.32,12.56,13.58,,,17.05,,
330000,浙江省,2011,19.7307875374902,12.9622034040413,14.1890151515152,20.8099863030756,23.1073013311819,17.2127131782946,16.9789776236401,17.73
330000,浙江省,2010,19.39,13.87,14.12,21.39,23.27,17.13,16.91,17.61
330000,浙江省,2009,19.1145077659287,14.7711847406342,14.1351123595506,19.247583611325,24.210429769392,17.32,17.05,17.89
330000,浙江省,2008,19.7965111083308,15.7316307786509,14.1346887759353,21.4799555517566,26.1021520803443,17.86,17.5,18.64
330000,浙江省,2007,20.2557559582395,15.7357479790275,14.6795744967801,22.919793295119,27.0125293657009,19.08,19.42,18.66
330000,浙江省,2006,17.47,15.51,16.54,22.91,30.35,18.67,18.36,19.29
330000,浙江省,2005,21.1122127473286,15.5513066400036,15.8215428430787,24.3354369777159,34.7954301075269,17.6032457129295,17.7266611372224,17.3801232922359
330000,浙江省,2004,21.5090801186944,16.4317024654634,16.1456766035683,24.4319703597893,34.631963223364,16.92,17.21,16.24
330000,浙江省,2003,,,,,,,,
330000,浙江省,2002,,,,,,,,
330000,浙江省,2001,,,,,,,,
330000,浙江省,2000,,,,,,,,
340000,安徽省,2019,18.09,13.48,13.54,,,19.16,,
340000,安徽省,2018,18.32,13.16,13.67,,,18.21,,
340000,安徽省,2017,17.98,13.0,13.91,,,18.52,,
340000,安徽省,2016,17.8950613947,12.7871600711,14.3146644252,,,18.44,,
340000,安徽省,2015,17.7329460797,12.6000026515,14.8746152133,,,19.1304880575,,
340000,安徽省,2014,17.4500340476,12.3968919729,15.9666919202,,,18.8728943996,,
340000,安徽省,2013,17.1836804112022,12.6263909261039,16.997074914685,,,18.78,,
340000,安徽省,2012,16.76,13.23,18.01,,,18.74,,
340000,安徽省,2011,18.2304053526441,15.4624885522636,18.3811173232534,25.8006754973877,28.9846250392218,18.769632711039,18.6528740712096,18.96
340000,安徽省,2010,18.74,17.1,19.08,34.87,35.01,18.44,18.31,18.62
340000,安徽省,2009,19.5852088738712,18.5028523437743,20.4398647485168,30.8265268981583,35.3775679469185,18.35,18.04,18.86
340000,安徽省,2008,20.7295833001354,19.7895508871287,21.1420981895802,38.9363387786581,36.5595725029687,18.51,18.43,18.64
340000,安徽省,2007,21.5679555061878,20.744990376631,22.7039090191335,38.3674878951866,41.0720148675856,16.41,15.96,17.32
340000,安徽省,2006,11.57,22.33,19.74,39.84,36.24,18.47,18.26,18.76
340000,安徽省,2005,22.5097902448236,23.539197167247,22.871458757239,36.5866797257591,30.2754569190601,17.6202665296921,18.5500400320256,15.9561340657591
340000,安徽省,2004,23.7579039188201,24.5738600127551,23.007229549139,32.3239517518667,25.2706382978723,16.54,17.82,14.22
340000,安徽省,2003,,,,,,,,
340000,安徽省,2002,,,,,,,,
340000,安徽省,2001,,,,,,,,
340000,安徽省,2000,,,,,,,,
350000,福建省,2019,18.79,13.04,12.3,,,16.66,,
350000,福建省,2018,18.68,12.64,12.39,,,16.12,,
350000,福建省,2017,18.19,12.17,12.56,,,15.95,,
350000,福建省,2016,18.0016756073,11.6891354301,12.5881921307,,,15.79,,
350000,福建省,2015,17.7428121308,11.5700301128,12.4105185978,,,16.9946339504,,
350000,福建省,2014,17.3048998727,11.4948893631,12.3534355792,,,17.3762382728,,
350000,福建省,2013,16.8190497766846,11.4294878405973,12.7221425526142,,,17.31,,
350000,福建省,2012,16.42,11.59,13.27,,,17.2,,
350000,福建省,2011,15.8420595222001,11.8335906743699,13.5468257756563,,32.2300208087284,17.1883409090909,17.1863370372806,17.21
350000,福建省,2010,15.25,12.84,13.55,,22.61,17.43,17.55,17.17
350000,福建省,2009,15.2928262075916,14.2309293485912,13.7386461338581,,28.3242275706339,17.07,17.37,16.49
350000,福建省,2008,15.4132225735436,15.3224225237999,14.2549732538882,,25.044724200762,17.08,17.28,16.66
350000,福建省,2007,16.0517926058504,15.8474082347566,14.8904330157757,,25.1297748123436,16.6,17.36,13.2
350000,福建省,2006,13.1,16.76,16.99,,26.38,17.33,17.79,16.56
350000,福建省,2005,16.4160754512961,17.8741452279224,16.1590187080833,,25.0986154115791,16.5276065956029,16.8021561426371,15.8779086066723
350000,福建省,2004,16.7840923714042,18.7207534267239,16.439698993322,,22.6777823846473,15.36,16.38,12.71
350000,福建省,2003,,,,,,,,
350000,福建省,2002,,,,,,,,
350000,福建省,2001,,,,,,,,
350000,福建省,2000,,,,,,,,
360000,江西省,2019,17.25,16.11,17.45,,,18.41,,
360000,江西省,2018,17.95,16.07,17.26,,,18.06,,
360000,江西省,2017,18.63,15.85,17.35,,,18.03,,
360000,江西省,2016,19.2899512231,15.0820944844,17.1962829889,,,17.29,,
360000,江西省,2015,19.5600122275,14.6111124916,17.4792873805,,,18.0655677916,,
360000,江西省,2014,19.6350336853,14.4171465289,17.6708791531,,,18.0494086706,,
360000,江西省,2013,19.7008298214363,14.4412057654157,17.6183031228648,,,17.74,,
360000,江西省,2012,21.13,15.85,17.35,,,17.37,,
360000,江西省,2011,21.2499265598684,16.3636889203736,16.4659016875775,27.9175170068027,42.5420494699647,16.8473851571062,17.0362187414125,16.5
360000,江西省,2010,21.0,16.61,15.78,30.34,30.18,17.14,17.32,16.84
360000,江西省,2009,20.9840316488055,16.0463822678979,16.2570508503115,28.3836394482555,28.9887866108787,16.57,17.1,15.8
360000,江西省,2008,21.4099037903083,15.4077513085077,16.7669712793734,25.3219611551611,42.5135034457068,16.34,16.96,15.45
360000,江西省,2007,21.0848427314088,15.0999191118301,17.2453592421274,26.7245847918373,47.337783171521,17.66,17.85,17.23
360000,江西省,2006,21.78,15.82,23.18,26.96,51.19,18.91,18.06,20.38
360000,江西省,2005,19.8547476793947,17.2616567651673,18.2369590894449,25.4230879678377,66.7357671687516,15.4045561464512,16.8609401919764,12.9949097325913
360000,江西省,2004,19.869197487357,18.6971390848844,18.3274689024809,22.2215760740565,46.273038376925,15.16,17.87,11.34
360000,江西省,2003,,,,,,,,
360000,江西省,2002,,,,,,,,
360000,江西省,2001,,,,,,,,
360000,江西省,2000,,,,,,,,
370000,山东省,2019,16.68,12.32,11.7,,,18.52,,
370000,山东省,2018,16.86,12.26,11.9,,,18.02,,
370000,山东省,2017,16.79,11.94,12.31,,,17.99,,
370000,山东省,2016,16.9085056842,11.7948364695,12.8437565089,,,17.98,,
370000,山东省,2015,17.0201883099,11.7354238248,13.5069843222,,,18.096535641,,
370000,山东省,2014,16.6668654261,11.8651916626,14.0828612073,,,17.7651704789,,
370000,山东省,2013,16.1622154748626,12.0753885823438,14.3267681138718,,,17.31,,
370000,山东省,2012,16.41,12.54,14.28,,,17.08,,
370000,山东省,2011,16.6737651444548,13.1072710218621,13.7904731677643,18.2066570678411,26.1648338654369,17.0603291006629,16.8817629589633,17.43
370000,山东省,2010,16.24,13.37,13.69,18.31,20.8,16.94,16.67,17.46
370000,山东省,2009,16.073668716439,13.1508638432272,13.9855337590025,19.6647547299033,20.7739249980906,16.8,16.37,17.6
370000,山东省,2008,16.3155916763971,13.06856089081,14.9980400890869,20.7135390603281,26.1968390804598,16.48,16.28,16.87
370000,山东省,2007,16.3979841765359,13.0742000093158,16.2912534294619,21.0257682597719,27.3050744914165,18.3,18.32,18.27
370000,山东省,2006,20.45,13.85,17.92,20.58,28.02,17.07,16.63,17.74
370000,山东省,2005,16.2913173200893,14.7139448893513,18.188894851771,19.3921493902439,29.8753383088657,16.5676982307647,17.2929273127274,15.0640834575261
370000,山东省,2004,16.5737012035597,15.866875379149,18.4888832397974,18.5211151162406,28.661028893587,15.76,17.47,12.25
370000,山东省,2003,,,,,,,,
370000,山东省,2002,,,,,,,,
370000,山东省,2001,,,,,,,,
370000,山东省,2000,,,,,,,,
410000,河南省,2019,17.91,14.32,15.61,,,18.3,,
410000,河南省,2018,18.18,14.38,16.02,,,18.43,,
410000,河南省,2017,18.63,14.35,16.48,,,18.32,,
410000,河南省,2016,19.0778573136,14.5167745404,16.9341455551,,,18.02,,
410000,河南省,2015,18.7076367455,14.1568792709,17.0392153424,,,18.4176090394,,
410000,河南省,2014,18.7963973921,14.0887317832,17.1133451909,,,17.9785124831,,
410000,河南省,2013,19.0080604228385,13.7546098834759,17.5111370219224,,,17.7,,
410000,河南省,2012,21.72,16.07,17.94,,,17.64,,
410000,河南省,2011,22.0420149085159,16.5830858746572,18.1714866523473,23.6617017954723,42.1273800109496,17.8336609443935,18.1337442810743,17.34
410000,河南省,2010,21.83,16.97,18.42,24.48,29.56,17.63,18.01,17.01
410000,河南省,2009,21.5077084427944,17.0563855421687,19.1882218301464,25.7600745914852,29.4869174161897,17.79,18.04,17.4
410000,河南省,2008,21.3604766654028,17.5304357270868,20.1837446195197,24.9794692209977,42.2061574979056,18.05,18.01,18.13
410000,河南省,2007,21.08994491014,18.0532358227015,21.7161605948259,24.0771443133828,41.5035929864904,17.92,17.51,18.59
410000,河南省,2006,20.85,19.0,21.94,22.4,43.25,18.4,17.86,19.17
410000,河南省,2005,20.7532717434507,19.7159328596864,22.4166924486542,21.4982403660039,43.6980943738657,17.0324810227727,17.4370487875943,16.3806269886808
410000,河南省,2004,21.1925918340477,20.4058883206692,22.2152946906965,20.4023356479394,38.3975481611208,16.07,17.26,14.02
410000,河南省,2003,,,,,,,,
410000,河南省,2002,,,,,,,,
410000,河南省,2001,,,,,,,,
410000,河南省,2000,,,,,,,,
420000,湖北省,2019,18.07,12.42,12.74,,,18.08,,
420000,湖北省,2018,18.01,12.24,12.48,,,18.17,,
420000,湖北省,2017,17.44,11.53,12.43,,,17.44,,
420000,湖北省,2016,17.1341441682,10.954605635,12.702020202,,,16.84,,
420000,湖北省,2015,16.7772209954,10.396489625,13.0708178522,,,17.5284028243,,
420000,湖北省,2014,16.1247464503,10.2964858716,13.4891084168,,,17.8761466069,,
420000,湖北省,2013,16.7004772176886,10.9434282342528,14.1720305194619,,,17.96,,
